x,y,z,lithology_index,density_true,density_inverted,density_residual,resistivity_log10_true,resistivity_log10_inverted,chargeability_mrad,magnetic_susceptibility,gravity_proxy_mgal,magnetic_proxy_nt,display_contrast_index
800.000,300.000,-420.000,4,2.860307,2.893417,0.033110,2.277274,2.344734,24.939723,0.02174279,4.687181,24.776956,4.566679
850.000,300.000,-420.000,4,2.818381,2.852760,0.034379,2.259306,2.318758,21.465853,0.01784966,4.184734,20.120174,4.434912
900.000,300.000,-420.000,4,2.752769,2.762766,0.009997,2.231187,2.240480,16.029422,0.01175711,3.398430,12.832545,4.228702
950.000,300.000,-420.000,4,2.706219,2.711608,0.005389,2.211237,2.210194,12.172454,0.00743465,2.840574,7.662212,4.082403
1000.000,300.000,-420.000,4,2.686473,2.688877,0.002404,2.202774,2.199471,10.536328,0.00560106,2.603931,5.468958,4.020343
1050.000,300.000,-420.000,4,2.681095,2.681157,0.000062,2.200469,2.195909,10.090723,0.00510167,2.539480,4.871616,4.003441
1100.000,300.000,-420.000,4,2.680127,2.679112,-0.001015,2.200054,2.194530,10.010515,0.00501178,2.527880,4.764095,4.000399
1150.000,300.000,-420.000,4,2.680010,2.671503,-0.008507,2.200004,2.177435,10.000835,0.00500094,2.526479,4.751119,4.000032
1200.000,300.000,-420.000,4,2.680001,2.632190,-0.047811,2.200000,2.088346,10.000045,0.00500005,2.526365,4.750061,4.000002
0.000,350.000,-420.000,4,2.680000,2.624911,-0.055089,2.200000,2.071430,10.000000,0.00500000,2.526359,4.750000,4.000000
50.000,350.000,-420.000,4,2.680000,2.624718,-0.055282,2.200000,2.070883,10.000000,0.00500000,2.526359,4.750000,4.000000
100.000,350.000,-420.000,4,2.680000,2.624717,-0.055283,2.200000,2.070882,10.000000,0.00500000,2.526359,4.750000,4.000000
150.000,350.000,-420.000,4,2.680000,2.624907,-0.055093,2.200000,2.071421,10.000000,0.00500000,2.526359,4.750000,4.000000
200.000,350.000,-420.000,4,2.680000,2.632151,-0.047849,2.200000,2.088253,10.000000,0.00500000,2.526359,4.750000,4.000000
250.000,350.000,-420.000,4,2.680000,2.671378,-0.008622,2.200000,2.177158,10.000000,0.00500000,2.526359,4.750000,4.000000
300.000,350.000,-420.000,4,2.680002,2.680327,0.000325,2.200003,2.197358,9.999960,0.00500015,2.526372,4.750256,4.000007
350.000,350.000,-420.000,4,2.681775,2.701684,0.019909,2.203254,2.235822,9.952672,0.00517752,2.541546,5.048813,4.008284
400.000,350.000,-420.000,4,2.771046,2.819273,0.048227,2.366915,2.420951,7.572328,0.01410457,3.305313,20.075936,4.424877
450.000,350.000,-420.000,7,3.155148,2.968303,-0.186846,2.976035,2.639027,2.000000,0.02951991,6.591621,43.090455,7.957382
500.000,350.000,-420.000,4,2.692874,2.745882,0.053008,2.219249,2.289110,10.349494,0.00706233,2.637641,8.206546,4.069936
550.000,350.000,-420.000,4,2.586088,2.624192,0.038104,1.976132,2.050491,20.920321,0.00523774,1.731338,5.038680,3.686607
600.000,350.000,-420.000,4,2.591179,2.626365,0.035186,1.968888,2.036330,22.299030,0.00616329,1.809395,6.141477,3.701542
650.000,350.000,-420.000,4,2.714609,2.712245,-0.002364,2.197662,2.173549,14.616065,0.00905070,2.972018,9.595259,4.107053
700.000,350.000,-420.000,4,2.784011,2.815185,0.031174,2.244447,2.290363,18.631208,0.01466445,3.773071,16.310174,4.326878
750.000,350.000,-420.000,4,2.850143,2.890108,0.039965,2.272918,2.348472,24.097593,0.02079902,4.565377,23.648060,4.534736
800.000,350.000,-420.000,4,2.870578,2.906837,0.036259,2.281676,2.357027,25.790765,0.02269655,4.810272,25.917793,4.598960
850.000,350.000,-420.000,4,2.826264,2.859220,0.032956,2.262685,2.322114,22.119007,0.01858165,4.279204,20.995737,4.459686
900.000,350.000,-420.000,4,2.756914,2.766421,0.009507,2.232963,2.242232,16.372889,0.01214203,3.448108,13.292968,4.241730
950.000,350.000,-420.000,4,2.707713,2.713146,0.005433,2.211877,2.210908,12.296208,0.00757334,2.858473,7.828106,4.087098
1000.000,350.000,-420.000,4,2.686842,2.689352,0.002511,2.202932,2.199694,10.566880,0.00563530,2.608350,5.509913,4.021502
1050.000,350.000,-420.000,4,2.681157,2.681266,0.000108,2.200496,2.195959,10.095891,0.00510746,2.540228,4.878544,4.003637
1100.000,350.000,-420.000,4,2.680134,2.679088,-0.001046,2.200057,2.194418,10.011114,0.00501246,2.527966,4.764899,4.000422
1150.000,350.000,-420.000,4,2.680011,2.671379,-0.008632,2.200005,2.177076,10.000883,0.00500099,2.526486,4.751183,4.000033
1200.000,350.000,-420.000,4,2.680001,2.632158,-0.047842,2.200000,2.088257,10.000048,0.00500005,2.526366,4.750064,4.000002
0.000,400.000,-420.000,4,2.680000,2.624880,-0.055120,2.200000,2.071340,10.000000,0.00500000,2.526359,4.750000,4.000000
50.000,400.000,-420.000,4,2.680000,2.624718,-0.055282,2.200000,2.070883,10.000000,0.00500000,2.526359,4.750000,4.000000
100.000,400.000,-420.000,4,2.680000,2.624716,-0.055284,2.200000,2.070881,10.000000,0.00500000,2.526359,4.750000,4.000000
150.000,400.000,-420.000,4,2.680000,2.624871,-0.055129,2.200000,2.071328,10.000001,0.00500000,2.526358,4.750000,4.000000
200.000,400.000,-420.000,4,2.680000,2.631891,-0.048109,2.200000,2.087527,10.000001,0.00500000,2.526358,4.749999,4.000000
250.000,400.000,-420.000,4,2.680000,2.664606,-0.015394,2.200000,2.161705,10.000001,0.00500000,2.526358,4.749999,4.000000
300.000,400.000,-420.000,4,2.680000,2.679164,-0.000837,2.200000,2.194806,9.999996,0.00500002,2.526360,4.750035,4.000001
350.000,400.000,-420.000,4,2.680491,2.693906,0.013416,2.200900,2.221642,9.986918,0.00504908,2.530558,4.832618,4.002290
400.000,400.000,-420.000,4,2.730061,2.793748,0.063687,2.291777,2.382153,8.665174,0.01000608,2.954661,13.176850,4.233616
450.000,400.000,-420.000,7,3.174349,2.995386,-0.178963,3.011270,2.679125,2.000000,0.03143694,6.755853,46.318006,8.046963
500.000,400.000,-420.000,4,2.719893,2.773795,0.053902,2.270611,2.337016,9.337142,0.00943650,2.868358,12.208975,4.191842
550.000,400.000,-420.000,4,2.603211,2.634352,0.031141,2.017783,2.075263,18.854769,0.00517725,1.874522,4.980639,3.744262
600.000,400.000,-420.000,4,2.570828,2.614825,0.043997,1.930772,2.019980,23.606117,0.00570656,1.618421,5.595166,3.634645
650.000,400.000,-420.000,4,2.691819,2.684452,-0.007368,2.177111,2.144685,13.826012,0.00746028,2.718319,7.692871,4.034350
700.000,400.000,-420.000,4,2.743058,2.756889,0.013831,2.226728,2.236135,15.255117,0.01086991,3.282593,11.771318,4.198153
750.000,400.000,-420.000,4,2.783340,2.824993,0.041653,2.244288,2.305419,18.562486,0.01459587,3.764799,16.228140,4.324783
800.000,400.000,-420.000,4,2.795752,2.836297,0.040545,2.249608,2.311226,19.590858,0.01574838,3.913542,17.606711,4.363791
850.000,400.000,-420.000,4,2.768837,2.784916,0.016080,2.238073,2.257052,17.360737,0.01324910,3.590987,14.617199,4.279201
900.000,400.000,-420.000,4,2.726716,2.733382,0.006666,2.220021,2.220731,13.870710,0.00933788,3.086205,9.938773,4.146821
950.000,400.000,-420.000,4,2.696832,2.701473,0.004640,2.207214,2.205316,11.394651,0.00656300,2.728080,6.619597,4.052902
1000.000,400.000,-420.000,4,2.684156,2.685787,0.001631,2.201781,2.198062,10.344307,0.00538590,2.576163,5.211602,4.013062
1050.000,400.000,-420.000,4,2.680703,2.680401,-0.000302,2.200302,2.195424,10.058241,0.00506529,2.534786,4.828108,4.002210
1100.000,400.000,-420.000,4,2.680082,2.678576,-0.001506,2.200035,2.193282,10.006750,0.00500757,2.527336,4.759061,4.000256
1150.000,400.000,-420.000,4,2.680006,2.664626,-0.015381,2.200003,2.161680,10.000536,0.00500060,2.526436,4.750721,4.000020
1200.000,400.000,-420.000,4,2.680000,2.631903,-0.048097,2.200000,2.087536,10.000029,0.00500003,2.526363,4.750039,4.000001
0.000,450.000,-420.000,4,2.680000,2.624752,-0.055248,2.200000,2.070979,10.000000,0.00500000,2.526359,4.750000,4.000000
50.000,450.000,-420.000,4,2.680000,2.624705,-0.055295,2.200000,2.070850,10.000001,0.00500000,2.526359,4.750000,4.000000
100.000,450.000,-420.000,4,2.680000,2.624699,-0.055301,2.200000,2.070846,10.000001,0.00500000,2.526358,4.749999,4.000000
150.000,450.000,-420.000,4,2.680000,2.624734,-0.055266,2.200000,2.070959,10.000002,0.00500000,2.526358,4.749999,4.000000
200.000,450.000,-420.000,4,2.680000,2.625138,-0.054861,2.200000,2.072121,10.000003,0.00500000,2.526358,4.749999,4.000000
250.000,450.000,-420.000,4,2.680000,2.638724,-0.041276,2.200000,2.103221,10.000004,0.00500000,2.526358,4.749998,4.000000
300.000,450.000,-420.000,4,2.680000,2.665318,-0.014682,2.200000,2.163396,10.000004,0.00500000,2.526358,4.750002,4.000000
350.000,450.000,-420.000,4,2.680117,2.688512,0.008395,2.200214,2.211375,9.996895,0.00501166,2.527356,4.769635,4.000544
400.000,450.000,-420.000,4,2.703662,2.769344,0.065682,2.243379,2.343880,9.369069,0.00736617,2.728799,8.733033,4.110421
450.000,450.000,-420.000,7,3.160889,2.972084,-0.188805,2.986617,2.645831,2.000000,0.03008971,6.640654,44.050715,7.984150
500.000,450.000,-420.000,4,2.760190,2.802251,0.042061,2.345682,2.384120,8.077657,0.01326515,3.212666,18.659822,4.377400
550.000,450.000,-420.000,4,2.620820,2.647298,0.026478,2.060208,2.105438,16.796880,0.00519062,2.021835,5.047239,3.804529
600.000,450.000,-420.000,4,2.554451,2.604582,0.050130,1.901994,2.007955,24.465052,0.00524671,1.461326,5.045150,3.581000
650.000,450.000,-420.000,4,2.666482,2.658975,-0.007507,2.150844,2.120966,13.295688,0.00585868,2.442410,5.777115,3.953179
700.000,450.000,-420.000,4,2.701721,2.703658,0.001938,2.208657,2.196207,11.866100,0.00704871,2.787836,7.200567,4.068200
750.000,450.000,-420.000,4,2.716067,2.730606,0.014539,2.215457,2.224664,12.988505,0.00834913,2.958594,8.756081,4.113354
800.000,450.000,-420.000,4,2.720400,2.735768,0.015368,2.217314,2.227776,13.347383,0.00875140,3.010515,9.237263,4.126971
850.000,450.000,-420.000,4,2.711008,2.719611,0.008604,2.213291,2.214287,12.569030,0.00787928,2.897962,8.194125,4.097457
900.000,450.000,-420.000,4,2.696314,2.702033,0.005718,2.206999,2.205639,11.350948,0.00651481,2.721876,6.562194,4.051288
950.000,450.000,-420.000,4,2.685897,2.688623,0.002726,2.202543,2.199503,10.486758,0.00554732,2.597032,5.405241,4.018564
1000.000,450.000,-420.000,4,2.681477,2.682001,0.000524,2.200652,2.196412,10.120169,0.00513686,2.544065,4.914378,4.004680
1050.000,450.000,-420.000,4,2.680263,2.679281,-0.000982,2.200125,2.194107,10.020327,0.00502420,2.529510,4.779384,4.000850
1100.000,450.000,-420.000,4,2.680035,2.665081,-0.014953,2.200019,2.162693,10.002356,0.00500314,2.526773,4.753906,4.000117
1150.000,450.000,-420.000,4,2.680003,2.638772,-0.041231,2.200002,2.103250,10.000187,0.00500030,2.526400,4.750392,4.000012
1200.000,450.000,-420.000,4,2.680000,2.625167,-0.054834,2.200000,2.072148,10.000010,0.00500002,2.526362,4.750028,4.000001
0.000,500.000,-420.000,4,2.680000,2.624708,-0.055292,2.200000,2.070854,10.000000,0.00500000,2.526359,4.750000,4.000000
50.000,500.000,-420.000,4,2.680000,2.624700,-0.055300,2.200000,2.070846,10.000001,0.00500000,2.526358,4.749999,4.000000
100.000,500.000,-420.000,4,2.680000,2.624689,-0.055311,2.200000,2.070836,10.000003,0.00500000,2.526358,4.749999,4.000000
150.000,500.000,-420.000,4,2.680000,2.624675,-0.055325,2.200000,2.070822,10.000004,0.00500000,2.526358,4.749998,4.000000
200.000,500.000,-420.000,4,2.680000,2.624732,-0.055268,2.200000,2.071017,10.000007,0.00500000,2.526357,4.749997,4.000000
250.000,500.000,-420.000,4,2.680000,2.625275,-0.054725,2.200000,2.072579,10.000008,0.00500000,2.526356,4.749996,3.999999
300.000,500.000,-420.000,4,2.680000,2.639187,-0.040812,2.200000,2.104419,10.000009,0.00500000,2.526356,4.749997,3.999999
350.000,500.000,-420.000,4,2.680024,2.678507,-0.001516,2.200044,2.189841,9.999373,0.00500238,2.526561,4.754009,4.000111
400.000,500.000,-420.000,4,2.689614,2.748187,0.058573,2.217626,2.309296,9.743640,0.00596140,2.608611,6.368357,4.044865
450.000,500.000,-420.000,7,3.120410,2.933933,-0.186477,2.912414,2.590945,2.000000,0.02604128,6.294312,37.236095,7.795248
500.000,500.000,-420.000,4,2.811438,2.871941,0.060502,2.440304,2.492284,6.605675,0.01827298,3.650934,27.092210,4.615080
550.000,500.000,-420.000,4,2.639398,2.674740,0.035342,2.102793,2.156907,14.915105,0.00546386,2.179349,5.526095,3.870696
600.000,500.000,-420.000,4,2.546441,2.600334,0.053892,1.887345,2.003800,24.943738,0.00505014,1.385516,4.810308,3.554712
650.000,500.000,-420.000,4,2.648210,2.642264,-0.005945,2.122291,2.100747,13.891970,0.00517222,2.260736,4.955997,3.893680
700.000,500.000,-420.000,4,2.683710,2.679607,-0.004103,2.200229,2.180616,10.446039,0.00541089,2.573274,5.241486,4.011525
750.000,500.000,-420.000,4,2.687233,2.691342,0.004109,2.203098,2.199661,10.599504,0.00567175,2.613045,5.553532,4.022733
800.000,500.000,-420.000,4,2.688111,2.693313,0.005201,2.203483,2.201703,10.671347,0.00575311,2.623570,5.651063,4.025506
850.000,500.000,-420.000,4,2.686288,2.690504,0.004217,2.202744,2.200462,10.515241,0.00558309,2.601724,5.449210,4.019858
900.000,500.000,-420.000,4,2.683556,2.686405,0.002849,2.201727,2.199117,10.270944,0.00532705,2.569035,5.148447,4.011578
950.000,500.000,-420.000,4,2.681816,2.683815,0.001998,2.201230,2.198774,10.097624,0.00516163,2.548260,4.959491,4.006604
1000.000,500.000,-420.000,4,2.681059,2.682210,0.001151,2.200998,2.197879,10.024101,0.00508986,2.539210,4.876928,4.004406
1050.000,500.000,-420.000,4,2.680548,2.673663,-0.006885,2.200588,2.180174,10.004077,0.00504537,2.533028,4.816887,4.002421
1100.000,500.000,-420.000,4,2.680180,2.639800,-0.040381,2.200201,2.104917,10.000473,0.00501481,2.528556,4.772141,4.000812
1150.000,500.000,-420.000,4,2.680033,2.625518,-0.054516,2.200038,2.072840,10.000038,0.00500274,2.526766,4.754113,4.000151
1200.000,500.000,-420.000,4,2.680003,2.624811,-0.055192,2.200004,2.071098,10.000002,0.00500028,2.526400,4.750417,4.000015
0.000,550.000,-420.000,4,2.680000,2.624722,-0.055278,2.200000,2.070872,10.000001,0.00500000,2.526358,4.750000,4.000000
50.000,550.000,-420.000,4,2.680000,2.624695,-0.055305,2.200000,2.070841,10.000002,0.00500000,2.526358,4.749999,4.000000
100.000,550.000,-420.000,4,2.680000,2.624678,-0.055322,2.200000,2.070825,10.000004,0.00500000,2.526358,4.749998,4.000000
150.000,550.000,-420.000,4,2.680000,2.624654,-0.055346,2.200000,2.070802,10.000007,0.00500000,2.526357,4.749997,4.000000
200.000,550.000,-420.000,4,2.680000,2.624645,-0.055354,2.200000,2.070815,10.000011,0.00500000,2.526356,4.749995,3.999999
250.000,550.000,-420.000,4,2.680000,2.624828,-0.055172,2.200000,2.071371,10.000014,0.00500000,2.526355,4.749994,3.999999
300.000,550.000,-420.000,4,2.680000,2.632026,-0.047973,2.200000,2.088012,10.000014,0.00500000,2.526355,4.749994,3.999999
350.000,550.000,-420.000,4,2.680004,2.666914,-0.013090,2.200007,2.166207,9.999901,0.00500042,2.526391,4.750699,4.000019
400.000,550.000,-420.000,4,2.683358,2.711905,0.028548,2.206156,2.251971,9.910464,0.00533580,2.555086,5.315258,4.015670
450.000,550.000,-420.000,4,2.798372,2.853668,0.055296,2.417015,2.473821,6.843525,0.01683732,3.539097,24.676156,4.552404
500.000,550.000,-420.000,7,3.132696,2.938664,-0.194032,2.934618,2.592014,2.000000,0.02733414,6.399432,39.412391,7.853440
550.000,550.000,-420.000,4,2.660575,2.713022,0.052447,2.148415,2.223345,13.214195,0.00624876,2.360212,6.851541,3.951884
600.000,550.000,-420.000,4,2.546463,2.604236,0.057772,1.888279,2.011623,24.852464,0.00500943,1.384089,4.763097,3.554916
650.000,550.000,-420.000,4,2.632840,2.632212,-0.000628,2.089552,2.082764,15.281510,0.00501985,2.123608,4.773742,3.842758
700.000,550.000,-420.000,4,2.679089,2.670191,-0.008897,2.196901,2.171309,10.200229,0.00504738,2.520310,4.806682,3.996865
750.000,550.000,-420.000,4,2.680838,2.680508,-0.000331,2.200358,2.193969,10.069477,0.00507810,2.536421,4.843627,4.002646
800.000,550.000,-420.000,4,2.681053,2.681981,0.000929,2.200535,2.196554,10.077372,0.00509643,2.538998,4.868355,4.003475
850.000,550.000,-420.000,4,2.681628,2.683257,0.001629,2.201343,2.198464,10.059381,0.00514109,2.546056,4.941836,4.006394
900.000,550.000,-420.000,4,2.684145,2.687433,0.003288,2.204444,2.203979,10.031226,0.00534333,2.576821,5.256072,4.018314
950.000,550.000,-420.000,4,2.688544,2.696526,0.007982,2.209612,2.215885,10.011251,0.00570051,2.630492,5.800762,4.038644
1000.000,550.000,-420.000,4,2.690152,2.698289,0.008137,2.211512,2.217518,10.002778,0.00583097,2.650121,6.000104,4.046097
1050.000,550.000,-420.000,4,2.686574,2.679370,-0.007204,2.207466,2.180131,10.000470,0.00553792,2.606506,5.559712,4.029873
1100.000,550.000,-420.000,4,2.682301,2.637015,-0.045286,2.202614,2.093808,10.000054,0.00518823,2.554407,5.033376,4.010456
1150.000,550.000,-420.000,4,2.680434,2.626168,-0.054267,2.200494,2.072904,10.000004,0.00503555,2.531655,4.803515,4.001975
1200.000,550.000,-420.000,4,2.680044,2.624922,-0.055123,2.200050,2.071121,10.000000,0.00500362,2.526898,4.755452,4.000201
0.000,600.000,-420.000,4,2.680000,2.624786,-0.055213,2.200000,2.070948,10.000001,0.00500000,2.526358,4.750000,4.000000
50.000,600.000,-420.000,4,2.680000,2.624694,-0.055306,2.200000,2.070842,10.000002,0.00500000,2.526358,4.749999,4.000000
100.000,600.000,-420.000,4,2.680000,2.624670,-0.055330,2.200000,2.070817,10.000005,0.00500000,2.526357,4.749998,4.000000
150.000,600.000,-420.000,4,2.680000,2.624640,-0.055359,2.200000,2.070790,10.000009,0.00500000,2.526356,4.749996,3.999999
200.000,600.000,-420.000,4,2.680000,2.624615,-0.055385,2.200000,2.070766,10.000014,0.00500000,2.526355,4.749994,3.999999
250.000,600.000,-420.000,4,2.680000,2.624633,-0.055367,2.200000,2.070865,10.000017,0.00500000,2.526354,4.749993,3.999999
300.000,600.000,-420.000,4,2.680000,2.625084,-0.054915,2.200000,2.072134,10.000018,0.00500000,2.526354,4.749992,3.999999
350.000,600.000,-420.000,4,2.680000,2.639852,-0.040148,2.200001,2.105466,9.999999,0.00500006,2.526360,4.750099,4.000002
400.000,600.000,-420.000,4,2.681008,2.683740,0.002732,2.201848,2.196469,9.973125,0.00510082,2.534982,4.919717,4.004704
450.000,600.000,-420.000,4,2.750683,2.807901,0.057218,2.329586,2.403115,8.115148,0.01206838,3.131093,16.648440,4.329856
500.000,600.000,-420.000,7,3.167415,2.991681,-0.175734,2.998440,2.670770,2.000000,0.03077216,6.696462,45.199793,8.015011
550.000,600.000,-420.000,4,2.688021,2.746553,0.058532,2.203982,2.281667,11.597087,0.00794661,2.594988,9.710097,4.066025
600.000,600.000,-420.000,4,2.553297,2.610153,0.056857,1.904263,2.024216,24.093742,0.00501790,1.442354,4.779945,3.577888
650.000,600.000,-420.000,4,2.616459,2.624482,0.008023,2.051711,2.065317,17.062833,0.00500132,1.982781,4.751585,3.788195
700.000,600.000,-420.000,4,2.677341,2.665627,-0.011713,2.193728,2.163070,10.302247,0.00500329,2.503729,4.753987,3.991131
750.000,600.000,-420.000,4,2.680096,2.678200,-0.001896,2.200058,2.192244,10.005650,0.00500925,2.527552,4.762342,4.000370
800.000,600.000,-420.000,4,2.680778,2.681037,0.000258,2.200841,2.197042,10.005124,0.00506437,2.535837,4.845141,4.003452
850.000,600.000,-420.000,4,2.685542,2.688179,0.002637,2.206264,2.205439,10.003933,0.00545398,2.593920,5.432133,4.025126
900.000,600.000,-420.000,4,2.702752,2.712524,0.009772,2.225837,2.235491,10.002068,0.00686181,2.803745,7.552338,4.103383
950.000,600.000,-420.000,4,2.730714,2.772096,0.041381,2.257623,2.314916,10.000745,0.00914944,3.144659,10.996950,4.230506
1000.000,600.000,-420.000,4,2.741023,2.779712,0.038689,2.269343,2.318022,10.000184,0.00999281,3.270344,12.266882,4.277374
1050.000,600.000,-420.000,4,2.719612,2.729577,0.009965,2.245013,2.229230,10.000031,0.00824096,3.009301,9.629430,4.180052
1100.000,600.000,-420.000,4,2.693870,2.650048,-0.043822,2.215761,2.103499,10.000004,0.00613483,2.695462,6.458541,4.063046
1150.000,600.000,-420.000,4,2.682620,2.629889,-0.052731,2.202977,2.077040,10.000000,0.00521434,2.558298,5.072701,4.011908
1200.000,600.000,-420.000,4,2.680267,2.625564,-0.054703,2.200303,2.071849,10.000000,0.00502184,2.529613,4.782877,4.001213
0.000,650.000,-420.000,4,2.680000,2.624909,-0.055091,2.200000,2.071091,10.000001,0.00500000,2.526358,4.750000,4.000000
50.000,650.000,-420.000,4,2.680000,2.624701,-0.055299,2.200000,2.070850,10.000002,0.00500000,2.526358,4.749999,4.000000
100.000,650.000,-420.000,4,2.680000,2.624671,-0.055329,2.200000,2.070819,10.000005,0.00500000,2.526357,4.749998,4.000000
150.000,650.000,-420.000,4,2.680000,2.624642,-0.055358,2.200000,2.070791,10.000009,0.00500000,2.526356,4.749996,3.999999
200.000,650.000,-420.000,4,2.680000,2.624617,-0.055383,2.200000,2.070768,10.000013,0.00500000,2.526355,4.749994,3.999999
250.000,650.000,-420.000,4,2.680000,2.624593,-0.055406,2.200000,2.070746,10.000017,0.00500000,2.526354,4.749993,3.999999
300.000,650.000,-420.000,4,2.680000,2.624678,-0.055322,2.200000,2.070987,10.000017,0.00500000,2.526354,4.749992,3.999999
350.000,650.000,-420.000,4,2.680000,2.625861,-0.054138,2.200000,2.073763,10.000013,0.00500000,2.526355,4.750007,3.999999
400.000,650.000,-420.000,4,2.680260,2.651519,-0.028741,2.200477,2.126389,9.993072,0.00502602,2.528582,4.793802,4.001214
450.000,650.000,-420.000,4,2.716282,2.777333,0.061051,2.266518,2.350912,9.032481,0.00862827,2.836775,10.857588,4.169319
500.000,650.000,-420.000,7,3.172120,2.994989,-0.177131,3.007150,2.676677,2.000000,0.03122586,6.736714,45.963533,8.036743
550.000,650.000,-420.000,4,2.726090,2.775155,0.049065,2.277634,2.331043,9.930321,0.01098201,2.920688,14.819719,4.233395
600.000,650.000,-420.000,4,2.565928,2.620281,0.054354,1.933477,2.045373,22.734467,0.00507075,1.550407,4.869096,3.620702
650.000,650.000,-420.000,4,2.598767,2.617479,0.018712,2.010454,2.048429,19.026063,0.00500010,1.831365,4.750135,3.729223
700.000,650.000,-420.000,4,2.675139,2.661582,-0.013558,2.188650,2.153826,10.540908,0.00500055,2.484797,4.750793,3.983804
750.000,650.000,-420.000,4,2.680117,2.677673,-0.002444,2.200101,2.191105,10.002917,0.00501158,2.527870,4.767379,4.000557
800.000,650.000,-420.000,4,2.681981,2.683080,0.001099,2.202249,2.199574,10.000196,0.00516210,2.550510,4.993990,4.009001
850.000,650.000,-420.000,4,2.695173,2.701733,0.006559,2.217241,2.222140,10.000150,0.00624149,2.711352,6.619075,4.068968
900.000,650.000,-420.000,4,2.742752,2.779363,0.036611,2.271309,2.323367,10.000079,0.01013431,3.291432,12.479954,4.285237
950.000,650.000,-420.000,9,3.090002,2.965444,-0.124558,2.759093,2.578826,6.000028,0.02045469,6.543248,25.795662,9.636371
1000.000,650.000,-420.000,9,3.118484,3.017869,-0.100614,2.791458,2.649599,6.000007,0.02278502,6.890496,29.304105,9.765834
1050.000,650.000,-420.000,9,3.059370,2.928273,-0.131097,2.724284,2.518858,6.000001,0.01794847,6.169792,22.022424,9.497137
1100.000,650.000,-420.000,4,2.718296,2.713117,-0.005179,2.243519,2.194150,10.000000,0.00813334,2.993265,9.467421,4.174075
1150.000,650.000,-420.000,4,2.687233,2.639125,-0.048108,2.208220,2.088854,10.000000,0.00559181,2.614546,5.641006,4.032878
1200.000,650.000,-420.000,4,2.680737,2.626737,-0.054000,2.200837,2.073250,10.000000,0.00506029,2.535343,4.840776,4.003350
0.000,700.000,-420.000,4,2.680000,2.624957,-0.055043,2.200000,2.071148,10.000001,0.00500000,2.526359,4.750000,4.000000
50.000,700.000,-420.000,4,2.680000,2.624708,-0.055292,2.200000,2.070858,10.000002,0.00500000,2.526358,4.749999,4.000000
100.000,700.000,-420.000,4,2.680000,2.624680,-0.055320,2.200000,2.070827,10.000004,0.00500000,2.526358,4.749998,4.000000
150.000,700.000,-420.000,4,2.680000,2.624658,-0.055342,2.200000,2.070806,10.000007,0.00500000,2.526357,4.749997,4.000000
200.000,700.000,-420.000,4,2.680000,2.624641,-0.055359,2.200000,2.070791,10.000010,0.00500000,2.526356,4.749996,3.999999
250.000,700.000,-420.000,4,2.680000,2.624622,-0.055377,2.200000,2.070773,10.000013,0.00500000,2.526355,4.749995,3.999999
300.000,700.000,-420.000,4,2.680000,2.624637,-0.055363,2.200000,2.070818,10.000013,0.00500000,2.526355,4.749994,3.999999
350.000,700.000,-420.000,4,2.680000,2.625190,-0.054809,2.200000,2.072099,10.000011,0.00500000,2.526356,4.749996,3.999999
400.000,700.000,-420.000,4,2.680058,2.640646,-0.039411,2.200106,2.103340,9.998469,0.00500577,2.526850,4.759716,4.000269
450.000,700.000,-420.000,4,2.696010,2.748955,0.052945,2.229352,2.305844,9.573075,0.00660100,2.663332,7.445023,4.074713
500.000,700.000,-420.000,7,3.144982,2.947997,-0.196985,2.957438,2.609155,2.000000,0.02850423,6.504540,41.382125,7.909997
550.000,700.000,-420.000,4,2.776024,2.819425,0.043401,2.371856,2.401641,8.146581,0.01543986,3.347895,22.323771,4.459277
600.000,700.000,-420.000,4,2.583529,2.640100,0.056571,1.973673,2.083040,20.926327,0.00524552,1.700996,5.163296,3.681704
650.000,700.000,-420.000,4,2.581076,2.611443,0.030367,1.969177,2.033440,20.991733,0.00500027,1.680014,4.750445,3.670259
700.000,700.000,-420.000,4,2.671632,2.657031,-0.014601,2.180466,2.143087,10.930546,0.00500055,2.454789,4.750826,3.972114
750.000,700.000,-420.000,4,2.680116,2.676957,-0.003159,2.200060,2.189298,10.006673,0.00501440,2.527991,4.771679,4.000600
800.000,700.000,-420.000,4,2.682501,2.683891,0.001390,2.202842,2.200451,10.000008,0.00520465,2.556853,5.058107,4.011369
850.000,700.000,-420.000,4,2.699179,2.705876,0.006697,2.221794,2.226939,10.000003,0.00656918,2.760185,7.112483,4.087176
900.000,700.000,-420.000,4,2.759325,2.796975,0.037649,2.290142,2.345430,10.000002,0.01149026,3.493488,14.521447,4.360570
950.000,700.000,-420.000,9,3.126978,3.016997,-0.109981,2.801112,2.647379,6.000001,0.02348005,6.994064,30.350512,9.804447
1000.000,700.000,-420.000,9,3.162983,3.083641,-0.079342,2.842026,2.740094,6.000000,0.02642588,7.433030,34.785635,9.968105
1050.000,700.000,-420.000,9,3.088257,2.952394,-0.135863,2.757110,2.548275,6.000000,0.02031193,6.521976,25.580738,9.628441
1100.000,700.000,-420.000,4,2.728411,2.721415,-0.006996,2.255013,2.203629,10.000000,0.00896092,3.116584,10.713378,4.220051
1150.000,700.000,-420.000,4,2.689144,2.641450,-0.047694,2.210391,2.091501,10.000000,0.00574812,2.637838,5.876337,4.041562
