x,y,z,density_true,density_inverted,density_residual,resistivity_log10_true,resistivity_log10_inverted,chargeability_mrad,magnetic_susceptibility,gravity_proxy_mgal,magnetic_proxy_nt
300.000000,0.000000,-400.000000,0.001260,0.019509,0.018248,2.149184,2.195786,8.020758,0.002082,0.014170,0.286876
300.000000,0.000000,-350.000000,0.003282,0.022412,0.019130,2.147876,2.194478,8.054048,0.002212,0.039134,0.304910
300.000000,0.000000,-300.000000,0.006286,0.026276,0.019990,2.145930,2.192532,8.103474,0.002408,0.079506,0.331845
300.000000,0.000000,-250.000000,0.008923,0.029858,0.020934,2.144207,2.190808,8.146390,0.002587,0.119693,0.356483
300.000000,0.000000,-200.000000,0.009576,0.031658,0.022082,2.143720,2.190322,8.155220,0.002659,0.136233,0.366499
300.000000,0.000000,-150.000000,0.007936,0.031406,0.023470,2.144685,2.191287,8.125324,0.002599,0.119735,0.358134
300.000000,0.000000,-100.000000,0.004958,0.030050,0.025092,2.146598,2.193200,8.075895,0.002412,0.079342,0.332425
300.000000,0.000000,-50.000000,0.002169,0.029006,0.026837,2.148493,2.195095,8.032636,0.002189,0.036811,0.301708
300.000000,0.000000,0.000000,0.000631,0.029186,0.028555,2.149564,2.196166,8.009568,0.002054,0.011359,0.283063
300.000000,50.000000,-500.000000,0.000202,0.015978,0.015776,2.149869,2.199142,8.003324,0.002013,0.002017,0.277436
300.000000,50.000000,-450.000000,0.000974,0.017589,0.016615,2.149370,2.198642,8.016041,0.002063,0.010325,0.284322
300.000000,50.000000,-400.000000,0.003452,0.020817,0.017364,2.147766,2.197039,8.056860,0.002223,0.038815,0.306424
300.000000,50.000000,-350.000000,0.008990,0.026907,0.017916,2.144182,2.193455,8.148060,0.002582,0.107207,0.355846
300.000000,50.000000,-300.000000,0.017240,0.035537,0.018297,2.138835,2.188108,8.283662,0.003120,0.218035,0.430006
300.000000,50.000000,-250.000000,0.024617,0.043391,0.018774,2.133988,2.183260,8.402968,0.003632,0.330197,0.500584
300.000000,50.000000,-200.000000,0.026981,0.046591,0.019610,2.132184,2.181456,8.433690,0.003915,0.383828,0.539549
300.000000,50.000000,-150.000000,0.023346,0.044276,0.020930,2.134124,2.183397,8.361568,0.003874,0.352251,0.533866
300.000000,50.000000,-100.000000,0.015306,0.038197,0.022891,2.139271,2.188544,8.227488,0.003380,0.244931,0.465764
300.000000,50.000000,-50.000000,0.006864,0.032080,0.025216,2.145117,2.194389,8.099885,0.002652,0.116499,0.365558
300.000000,50.000000,0.000000,0.001975,0.029269,0.027294,2.148604,2.197876,8.029012,0.002183,0.035554,0.300924
300.000000,100.000000,-500.000000,0.000487,0.014399,0.013912,2.149685,2.199664,8.008014,0.002031,0.004863,0.279975
300.000000,100.000000,-450.000000,0.002348,0.016904,0.014556,2.148481,2.198459,8.038677,0.002152,0.024894,0.296577
300.000000,100.000000,-400.000000,0.008324,0.023231,0.014907,2.144614,2.194593,8.137099,0.002539,0.093590,0.349870
300.000000,100.000000,-350.000000,0.021680,0.036376,0.014697,2.135970,2.185949,8.357022,0.003404,0.258520,0.469081
300.000000,100.000000,-300.000000,0.041609,0.055589,0.013980,2.123046,2.173025,8.684416,0.004707,0.526232,0.648662
300.000000,100.000000,-250.000000,0.059707,0.073058,0.013351,2.111105,2.161084,8.975610,0.005987,0.800871,0.825068
300.000000,100.000000,-200.000000,0.066566,0.079904,0.013338,2.105805,2.155784,9.062868,0.006837,0.946973,0.942273
300.000000,100.000000,-150.000000,0.059537,0.073817,0.014281,2.109066,2.159044,8.908670,0.006990,0.898292,0.963321
300.000000,100.000000,-100.000000,0.040384,0.057317,0.016933,2.121286,2.171264,8.588037,0.005832,0.646230,0.803795
300.000000,100.000000,-50.000000,0.018413,0.039096,0.020684,2.136703,2.186682,8.261997,0.003844,0.312497,0.529775
300.000000,100.000000,0.000000,0.005260,0.028930,0.023670,2.146227,2.196205,8.075608,0.002515,0.094685,0.346585
300.000000,150.000000,-500.000000,0.001033,0.011990,0.010958,2.149332,2.198024,8.017009,0.002067,0.010322,0.284845
300.000000,150.000000,-450.000000,0.004984,0.016247,0.011263,2.146775,2.195467,8.082089,0.002322,0.052835,0.320082
300.000000,150.000000,-400.000000,0.017667,0.028552,0.010885,2.138568,2.187261,8.290981,0.003143,0.198636,0.433191
300.000000,150.000000,-350.000000,0.046015,0.055268,0.009253,2.120222,2.168914,8.757766,0.004979,0.548707,0.686242
300.000000,150.000000,-300.000000,0.088342,0.094817,0.006475,2.092767,2.141460,9.452969,0.007749,1.117279,1.067984
300.000000,150.000000,-250.000000,0.126995,0.130765,0.003771,2.067226,2.115918,10.073740,0.010501,1.703430,1.447218
300.000000,150.000000,-200.000000,0.142452,0.144630,0.002178,2.055242,2.103934,10.269155,0.012437,2.026531,1.714001
300.000000,150.000000,-150.000000,0.128877,0.131331,0.002454,2.061063,2.109755,9.957151,0.012956,1.944493,1.785606
300.000000,150.000000,-100.000000,0.088407,0.094893,0.006486,2.086850,2.135543,9.278693,0.010526,1.414707,1.450652
300.000000,150.000000,-50.000000,0.040523,0.053542,0.013019,2.120597,2.169290,8.572464,0.006124,0.687740,0.843952
300.000000,150.000000,0.000000,0.011550,0.029351,0.017801,2.141676,2.190368,8.164855,0.003149,0.207903,0.433951
300.000000,200.000000,-500.000000,0.001929,0.009056,0.007127,2.148752,2.194217,8.031777,0.002125,0.019284,0.292841
300.000000,200.000000,-450.000000,0.009311,0.016247,0.006935,2.143975,2.189440,8.153362,0.002602,0.098709,0.358671
300.000000,200.000000,-400.000000,0.033006,0.038430,0.005424,2.128643,2.174108,8.543622,0.004136,0.371100,0.569985
300.000000,200.000000,-350.000000,0.085962,0.087486,0.001524,2.094371,2.139835,9.415646,0.007565,1.025069,1.042664
300.000000,200.000000,-300.000000,0.164973,0.160417,-0.004555,2.043135,2.088600,10.713677,0.012730,2.086431,1.754479
300.000000,200.000000,-250.000000,0.236631,0.226172,-0.010459,1.995870,2.041335,11.867139,0.017791,3.174025,2.451885
300.000000,200.000000,-200.000000,0.263443,0.249378,-0.014065,1.975171,2.020636,12.208746,0.021107,3.747758,2.908885
300.000000,200.000000,-150.000000,0.234994,0.220943,-0.014051,1.988572,2.034037,11.590767,0.021628,3.545594,2.980779
300.000000,200.000000,-100.000000,0.158972,0.151403,-0.007568,2.037089,2.082554,10.318517,0.017027,2.543890,2.346671
300.000000,200.000000,-50.000000,0.072391,0.075316,0.002925,2.097781,2.143246,9.031823,0.009222,1.228591,1.270920
300.000000,200.000000,0.000000,0.020692,0.030852,0.010159,2.135173,2.180638,8.297918,0.004017,0.372462,0.553641
300.000000,250.000000,-500.000000,0.003173,0.005882,0.002710,2.147947,2.188372,8.052257,0.002205,0.031713,0.303930
300.000000,250.000000,-450.000000,0.015312,0.017192,0.001880,2.140092,2.180517,8.252207,0.002991,0.162329,0.412188
300.000000,250.000000,-400.000000,0.054278,0.053128,-0.001150,2.114878,2.155303,8.893994,0.005512,0.610275,0.759689
300.000000,250.000000,-350.000000,0.141350,0.133215,-0.008136,2.058529,2.098954,10.327878,0.011150,1.685554,1.536705
300.000000,250.000000,-300.000000,0.271023,0.252328,-0.018694,1.974486,2.014911,12.459539,0.019606,3.427660,2.702048
300.000000,250.000000,-250.000000,0.386750,0.358090,-0.028661,1.898489,1.938914,14.332385,0.027620,5.187634,3.806527
300.000000,250.000000,-200.000000,0.422945,0.389110,-0.033835,1.870911,1.911335,14.804416,0.031924,6.016849,4.399750
300.000000,250.000000,-150.000000,0.364359,0.331975,-0.032385,1.902605,1.943030,13.654034,0.031066,5.497462,4.281416
300.000000,250.000000,-100.000000,0.237750,0.215556,-0.022194,1.983692,2.024117,11.543738,0.023268,3.804520,3.206764
300.000000,250.000000,-50.000000,0.106372,0.098630,-0.007741,2.074497,2.114921,9.552809,0.012032,1.805311,1.658295
300.000000,250.000000,0.000000,0.030641,0.032259,0.001618,2.128390,2.168814,8.451431,0.004824,0.551536,0.664902
300.000000,300.000000,-500.000000,0.004593,0.002642,-0.001950,2.147028,2.180801,8.075648,0.002297,0.045906,0.316593
300.000000,300.000000,-450.000000,0.022166,0.018679,-0.003487,2.135657,2.169431,8.365094,0.003434,0.234983,0.473306
300.000000,300.000000,-400.000000,0.078572,0.070344,-0.008227,2.099159,2.132933,9.294129,0.007084,0.883413,0.976329
300.000000,300.000000,-350.000000,0.204590,0.185880,-0.018710,2.017611,2.051384,11.369507,0.015242,2.439663,2.100608
300.000000,300.000000,-300.000000,0.391870,0.357557,-0.034312,1.896304,1.930077,14.450362,0.027419,4.956028,3.778881
300.000000,300.000000,-250.000000,0.555905,0.507381,-0.048524,1.789148,1.822921,17.121807,0.038513,7.456577,5.307745
300.000000,300.000000,-200.000000,0.595273,0.541185,-0.054088,1.759883,1.793656,17.657082,0.042849,8.468411,5.905350
300.000000,300.000000,-150.000000,0.491002,0.442083,-0.048919,1.821688,1.855462,15.770617,0.038775,7.408245,5.343864
300.000000,300.000000,-100.000000,0.305104,0.270918,-0.034185,1.941213,1.974986,12.686001,0.027106,4.882320,3.735681
300.000000,300.000000,-50.000000,0.133075,0.115987,-0.017087,2.057808,2.091582,10.010241,0.013482,2.258507,1.858036
300.000000,300.000000,0.000000,0.038767,0.031889,-0.006878,2.123289,2.157062,8.589983,0.005276,0.697807,0.727108
300.000000,350.000000,-500.000000,0.005852,-0.000624,-0.006476,2.146214,2.171989,8.096397,0.002379,0.058491,0.327824
300.000000,350.000000,-450.000000,0.028244,0.019581,-0.008663,2.131725,2.157500,8.465223,0.003828,0.299417,0.527513
300.000000,350.000000,-400.000000,0.100117,0.085173,-0.014944,2.085218,2.110994,9.649027,0.008478,1.125656,1.168466
300.000000,350.000000,-350.000000,0.260667,0.232116,-0.028551,1.981328,2.007103,12.293251,0.018869,3.108364,2.600529
300.000000,350.000000,-300.000000,0.498861,0.450241,-0.048621,1.827118,1.852893,16.213939,0.034322,6.309165,4.730137
300.000000,350.000000,-250.000000,0.704292,0.637931,-0.066361,1.693512,1.719287,19.577200,0.047935,9.446949,6.606316
300.000000,350.000000,-200.000000,0.741060,0.669743,-0.071317,1.667184,1.692959,20.107023,0.051512,10.542380,7.099247
300.000000,350.000000,-150.000000,0.588176,0.526767,-0.061408,1.762316,1.788091,17.475743,0.043409,8.874408,5.982500
300.000000,350.000000,-100.000000,0.348603,0.306122,-0.042481,1.916823,1.942598,13.514586,0.028148,5.578402,3.879271
300.000000,350.000000,-50.000000,0.148067,0.123622,-0.024444,2.050119,2.075894,10.317182,0.013503,2.512945,1.860952
300.000000,350.000000,0.000000,0.043651,0.028976,-0.014675,2.120666,2.146441,8.686470,0.005338,0.785722,0.735709
300.000000,400.000000,-500.000000,0.006563,-0.003935,-0.010498,2.145754,2.162503,8.108132,0.002425,0.065598,0.334171
300.000000,400.000000,-450.000000,0.031678,0.018543,-0.013135,2.129503,2.146252,8.521831,0.004050,0.335821,0.558148
300.000000,400.000000,-400.000000,0.112292,0.091918,-0.020375,2.077340,2.094090,9.849643,0.009266,1.262550,1.277056
300.000000,400.000000,-350.000000,0.292353,0.256513,-0.035840,1.960828,1.977577,12.815320,0.020918,3.486210,2.882949
300.000000,400.000000,-300.000000,0.559212,0.500699,-0.058513,1.788113,1.804863,17.209418,0.038205,7.072433,5.265399
300.000000,400.000000,-250.000000,0.787130,0.708942,-0.078187,1.640303,1.657052,20.953351,0.053111,10.558085,7.319626
300.000000,400.000000,-200.000000,0.819028,0.736737,-0.082291,1.618415,1.635164,21.441445,0.055764,11.651566,7.685229
300.000000,400.000000,-150.000000,0.633587,0.564690,-0.068897,1.736541,1.753290,18.331437,0.044644,9.559581,6.152790
300.000000,400.000000,-100.000000,0.362993,0.315395,-0.047598,1.911380,1.928130,13.867061,0.027254,5.808677,3.756040
300.000000,400.000000,-50.000000,0.151083,0.121060,-0.030023,2.050238,2.066987,10.428656,0.012721,2.564132,1.753199
300.000000,400.000000,0.000000,0.044953,0.023585,-0.021368,2.120377,2.137127,8.724431,0.005161,0.809156,0.711329
300.000000,450.000000,-500.000000,0.006478,-0.007212,-0.013690,2.145809,2.152865,8.106779,0.002419,0.064749,0.333425
300.000000,450.000000,-450.000000,0.031273,0.014790,-0.016483,2.129765,2.136821,8.515253,0.004024,0.331527,0.554560
300.000000,450.000000,-400.000000,0.110863,0.087031,-0.023832,2.078266,2.085322,9.826254,0.009174,1.246481,1.264346
300.000000,450.000000,-350.000000,0.288631,0.249319,-0.039312,1.963238,1.970294,12.754258,0.020677,3.441825,2.849700
300.000000,450.000000,-300.000000,0.551956,0.490062,-0.061894,1.792837,1.799893,17.090949,0.037723,6.980662,5.198916
300.000000,450.000000,-250.000000,0.775762,0.694428,-0.081334,1.647900,1.654956,20.773516,0.052261,10.405611,7.202583
300.000000,450.000000,-200.000000,0.802692,0.717885,-0.084806,1.630024,1.637080,21.203509,0.054216,11.419165,7.472013
300.000000,450.000000,-150.000000,0.612780,0.542173,-0.070607,1.752235,1.759291,18.055358,0.042246,9.245639,5.822215
300.000000,450.000000,-100.000000,0.344698,0.295006,-0.049692,1.925609,1.932665,13.637111,0.024942,5.515917,3.437430
300.000000,450.000000,-50.000000,0.141838,0.108045,-0.033793,2.057499,2.064555,10.314591,0.011519,2.407233,1.587543
300.000000,450.000000,0.000000,0.042424,0.015887,-0.026537,2.122356,2.129412,8.692989,0.004836,0.763636,0.666535
300.000000,500.000000,-500.000000,0.005627,-0.010184,-0.015810,2.146360,2.143441,8.092832,0.002364,0.056241,0.325853
300.000000,500.000000,-450.000000,0.027173,0.008711,-0.018461,2.132418,2.129500,8.447864,0.003759,0.288062,0.518032
300.000000,500.000000,-400.000000,0.096340,0.071256,-0.025084,2.087663,2.084745,9.587282,0.008235,1.083194,1.134891
300.000000,500.000000,-350.000000,0.250831,0.212045,-0.038786,1.987699,1.984780,12.131982,0.018232,2.991069,2.512639
300.000000,500.000000,-300.000000,0.479631,0.420964,-0.058667,1.839648,1.836729,15.900375,0.033038,6.065955,4.553266
300.000000,500.000000,-250.000000,0.673715,0.597951,-0.075764,1.714032,1.711113,19.096004,0.045612,9.036806,6.286099
300.000000,500.000000,-200.000000,0.695532,0.616744,-0.078788,1.699795,1.696876,19.451601,0.047079,9.894703,6.488386
300.000000,500.000000,-150.000000,0.528109,0.461781,-0.066328,1.807949,1.805030,16.688527,0.036330,7.968117,5.006933
300.000000,500.000000,-100.000000,0.294803,0.246381,-0.048422,1.958887,1.955968,12.845002,0.021245,4.717496,2.927928
300.000000,500.000000,-50.000000,0.120717,0.085361,-0.035356,2.071697,2.068779,9.982596,0.009902,2.048773,1.364635
300.000000,500.000000,0.000000,0.036188,0.006429,-0.029759,2.126533,2.123614,8.594521,0.004366,0.651385,0.601687
300.000000,550.000000,-500.000000,0.004300,-0.012415,-0.016715,2.147218,2.134441,8.071065,0.002279,0.042979,0.314042
300.000000,550.000000,-450.000000,0.020778,0.001772,-0.019006,2.136556,2.123779,8.342716,0.003345,0.220275,0.461052
300.000000,550.000000,-400.000000,0.073687,0.049336,-0.024351,2.102322,2.089545,9.214445,0.006769,0.828495,0.932946
300.000000,550.000000,-350.000000,0.191870,0.156742,-0.035128,2.025851,2.013074,11.161221,0.014417,2.287978,1.986921
300.000000,550.000000,-300.000000,0.366891,0.316245,-0.050646,1.912601,1.899824,14.043968,0.025742,4.640121,3.547767
300.000000,550.000000,-250.000000,0.515265,0.451229,-0.064036,1.816588,1.803811,16.487439,0.035346,6.911453,4.871282
300.000000,550.000000,-200.000000,0.531562,0.464936,-0.066626,1.806019,1.793242,16.754897,0.036411,7.562054,5.018062
300.000000,550.000000,-150.000000,0.402891,0.345536,-0.057355,1.889242,1.876464,14.634282,0.028101,6.078826,3.872807
300.000000,550.000000,-100.000000,0.224332,0.180299,-0.044033,2.004775,1.991998,11.692971,0.016549,3.589800,2.280735
300.000000,550.000000,-50.000000,0.091710,0.057160,-0.034550,2.090621,2.077844,9.509468,0.007952,1.556476,1.095921
300.000000,550.000000,0.000000,0.027513,-0.003275,-0.030788,2.132187,2.119410,8.452881,0.003785,0.495238,0.521644
300.000000,600.000000,-500.000000,0.002890,-0.013469,-0.016359,2.148131,2.126005,8.047913,0.002188,0.028885,0.301486
300.000000,600.000000,-450.000000,0.013981,-0.004212,-0.018192,2.140955,2.118829,8.230900,0.002906,0.148214,0.400470
300.000000,600.000000,-400.000000,0.049603,0.027504,-0.022099,2.117906,2.095780,8.817996,0.005211,0.557707,0.718230
300.000000,600.000000,-350.000000,0.129182,0.099501,-0.029681,2.066414,2.044288,10.129020,0.010361,1.540449,1.427966
300.000000,600.000000,-300.000000,0.247038,0.206564,-0.040475,1.990154,1.968028,12.070265,0.017987,3.124327,2.478997
300.000000,600.000000,-250.000000,0.346938,0.297085,-0.049853,1.925512,1.903386,13.715456,0.024452,4.653619,3.369878
300.000000,600.000000,-200.000000,0.357847,0.305877,-0.051970,1.918449,1.896323,13.894679,0.025158,5.090768,3.467290
300.000000,600.000000,-150.000000,0.271098,0.224983,-0.046115,1.974575,1.952449,12.465354,0.019547,4.090333,2.693923
300.000000,600.000000,-100.000000,0.150846,0.113275,-0.037571,2.052384,2.030258,10.484448,0.011766,2.413861,1.621533
300.000000,600.000000,-50.000000,0.061641,0.029982,-0.031659,2.110110,2.087984,9.015183,0.005991,1.046146,0.825695
300.000000,600.000000,0.000000,0.018496,-0.011126,-0.029622,2.138031,2.115905,8.304626,0.003198,0.332930,0.440678
300.000000,650.000000,-500.000000,0.001707,-0.013078,-0.014785,2.148896,2.118303,8.028461,0.002111,0.017062,0.290945
300.000000,650.000000,-450.000000,0.008276,-0.007886,-0.016162,2.144647,2.114054,8.136987,0.002537,0.087731,0.349606
300.000000,650.000000,-400.000000,0.029384,0.010600,-0.018784,2.130989,2.100396,8.485068,0.003903,0.330376,0.537947
300.000000,650.000000,-350.000000,0.076550,0.052947,-0.023603,2.100471,2.069878,9.262254,0.006956,0.912827,0.958639
300.000000,650.000000,-300.000000,0.146409,0.116065,-0.030344,2.055268,2.024675,10.412965,0.011476,1.851651,1.581642
300.000000,650.000000,-250.000000,0.205627,0.169361,-0.036266,2.016950,1.986357,11.388111,0.015308,2.758153,2.109681
300.000000,650.000000,-200.000000,0.212091,0.174187,-0.037904,2.012766,1.982173,11.494172,0.015725,3.017219,2.167248
300.000000,650.000000,-150.000000,0.160661,0.125824,-0.034837,2.046043,2.015450,10.646691,0.012397,2.424062,1.708556
300.000000,650.000000,-100.000000,0.089383,0.059181,-0.030202,2.092163,2.061570,9.472410,0.007785,1.430325,1.072855
300.000000,650.000000,-50.000000,0.036521,0.009368,-0.027154,2.126368,2.095775,8.601607,0.004364,0.619832,0.601382
300.000000,650.000000,0.000000,0.010959,-0.015469,-0.026428,2.142909,2.112316,8.180530,0.002709,0.197266,0.373384
300.000000,700.000000,-500.000000,0.000886,-0.011233,-0.012119,2.149428,2.111588,8.014902,0.002058,0.008851,0.283613
300.000000,700.000000,-450.000000,0.004308,-0.008780,-0.013088,2.147214,2.109374,8.071579,0.002280,0.045668,0.314209
300.000000,700.000000,-400.000000,0.015316,0.000594,-0.014721,2.140092,2.102252,8.253262,0.002993,0.172199,0.412467
300.000000,700.000000,-350.000000,0.039921,0.022405,-0.017516,2.124172,2.086332,8.658832,0.004585,0.476039,0.631964
300.000000,700.000000,-300.000000,0.076370,0.055040,-0.021331,2.100587,2.062747,9.259264,0.006944,0.965865,0.957030
300.000000,700.000000,-250.000000,0.107272,0.082537,-0.024735,2.080591,2.042751,9.768041,0.008943,1.438879,1.232553
300.000000,700.000000,-200.000000,0.110649,0.084727,-0.025923,2.078405,2.040565,9.823313,0.009161,1.574109,1.262585
300.000000,700.000000,-150.000000,0.083819,0.059145,-0.024674,2.095765,2.057925,9.381040,0.007425,1.264668,1.023235
300.000000,700.000000,-100.000000,0.046632,0.024004,-0.022627,2.119827,2.081987,8.768280,0.005018,0.746212,0.691546
300.000000,700.000000,-50.000000,0.019053,-0.002377,-0.021430,2.137672,2.099831,8.313904,0.003233,0.323367,0.445571
300.000000,700.000000,0.000000,0.005717,-0.015749,-0.021466,2.146300,2.108460,8.094197,0.002370,0.102915,0.326630
300.000000,750.000000,-500.000000,0.000403,-0.008153,-0.008556,2.149740,2.106161,8.006881,0.002027,0.004028,0.279291
300.000000,750.000000,-450.000000,0.001971,-0.007201,-0.009172,2.148725,2.105147,8.032949,0.002128,0.020897,0.293336
300.000000,750.000000,-400.000000,0.007023,-0.003080,-0.010102,2.145458,2.101879,8.116441,0.002456,0.078957,0.338455
300.000000,750.000000,-350.000000,0.018320,0.006743,-0.011576,2.138148,2.094569,8.302754,0.003187,0.218458,0.439260
300.000000,750.000000,-300.000000,0.035060,0.021530,-0.013530,2.127316,2.083737,8.578539,0.004271,0.443409,0.588560
300.000000,750.000000,-250.000000,0.049255,0.033948,-0.015308,2.118131,2.074552,8.812196,0.005189,0.660679,0.715111
300.000000,750.000000,-200.000000,0.050811,0.034732,-0.016079,2.117124,2.073545,8.837539,0.005289,0.722837,0.728913
300.000000,750.000000,-150.000000,0.038492,0.022747,-0.015745,2.125094,2.081515,8.634361,0.004491,0.580767,0.618988
300.000000,750.000000,-100.000000,0.021415,0.006358,-0.015057,2.136144,2.092565,8.352892,0.003386,0.342686,0.466652
300.000000,750.000000,-50.000000,0.008750,-0.006024,-0.014774,2.144338,2.100760,8.144184,0.002566,0.148502,0.353682
300.000000,750.000000,0.000000,0.002626,-0.012447,-0.015072,2.148301,2.104722,8.043267,0.002170,0.047262,0.299057
300.000000,800.000000,-500.000000,0.000161,-0.004200,-0.004361,2.149896,2.102316,8.002805,0.002011,0.001606,0.277109
300.000000,800.000000,-450.000000,0.000793,-0.003868,-0.004661,2.149488,2.101908,8.013366,0.002052,0.008402,0.282782
300.000000,800.000000,-400.000000,0.002832,-0.002259,-0.005091,2.148169,2.100588,8.047148,0.002184,0.031842,0.301017
300.000000,800.000000,-350.000000,0.007397,0.001653,-0.005744,2.145215,2.097635,8.122495,0.002480,0.088210,0.341767
300.000000,800.000000,-300.000000,0.014165,0.007570,-0.006595,2.140836,2.093256,8.233999,0.002918,0.179142,0.402127
300.000000,800.000000,-250.000000,0.019905,0.012527,-0.007378,2.137122,2.089541,8.328452,0.003289,0.266994,0.453294
300.000000,800.000000,-200.000000,0.020536,0.012778,-0.007758,2.136713,2.089132,8.338673,0.003330,0.292153,0.458880
300.000000,800.000000,-150.000000,0.015559,0.007863,-0.007695,2.139933,2.092353,8.256503,0.003007,0.234748,0.414444
300.000000,800.000000,-100.000000,0.008656,0.001163,-0.007494,2.144399,2.096819,8.142688,0.002560,0.138520,0.352859
300.000000,800.000000,-50.000000,0.003537,-0.003923,-0.007460,2.147711,2.100131,8.058299,0.002229,0.060028,0.307189
300.000000,800.000000,0.000000,0.001061,-0.006604,-0.007665,2.149313,2.101733,8.017494,0.002069,0.019104,0.285105
300.000000,850.000000,-500.000000,0.000056,0.000213,0.000157,2.149964,2.100279,8.001009,0.002004,0.000560,0.276158
300.000000,850.000000,-450.000000,0.000280,0.000428,0.000148,2.149819,2.100135,8.004779,0.002018,0.002966,0.278174
300.000000,850.000000,-400.000000,0.001004,0.001103,0.000098,2.149351,2.099666,8.016815,0.002065,0.011292,0.284661
300.000000,850.000000,-350.000000,0.002628,0.002603,-0.000025,2.148300,2.098616,8.043640,0.002171,0.031336,0.299160
300.000000,850.000000,-300.000000,0.005036,0.004824,-0.000212,2.146742,2.097058,8.083325,0.002327,0.063690,0.320640
300.000000,850.000000,-250.000000,0.007079,0.006710,-0.000369,2.145420,2.095735,8.116933,0.002459,0.094960,0.338851
300.000000,850.000000,-200.000000,0.007305,0.006930,-0.000376,2.145273,2.095589,8.120557,0.002473,0.103928,0.340842
300.000000,850.000000,-150.000000,0.005535,0.005318,-0.000217,2.146419,2.096734,8.091302,0.002358,0.083516,0.325031
300.000000,850.000000,-100.000000,0.003080,0.003078,-0.000002,2.148007,2.098323,8.050788,0.002199,0.049283,0.303117
300.000000,850.000000,-50.000000,0.001258,0.001421,0.000163,2.149186,2.099501,8.020750,0.002081,0.021358,0.286865
300.000000,850.000000,0.000000,0.000378,0.000628,0.000250,2.149756,2.100071,8.006227,0.002024,0.006797,0.279006
300.000000,900.000000,-500.000000,0.000017,0.004674,0.004657,2.149989,2.100181,8.000321,0.002001,0.000171,0.275799
300.000000,900.000000,-450.000000,0.000087,0.005004,0.004918,2.149944,2.100136,8.001506,0.002006,0.000919,0.276429
300.000000,900.000000,-400.000000,0.000313,0.005493,0.005180,2.149798,2.099989,8.005282,0.002020,0.003520,0.278460
300.000000,900.000000,-350.000000,0.000821,0.006257,0.005436,2.149469,2.099661,8.013690,0.002053,0.009793,0.283001
300.000000,900.000000,-300.000000,0.001575,0.007264,0.005688,2.148981,2.099173,8.026124,0.002102,0.019925,0.289730
300.000000,900.000000,-250.000000,0.002216,0.008184,0.005968,2.148566,2.098758,8.036649,0.002144,0.029723,0.295435
300.000000,900.000000,-200.000000,0.002287,0.008600,0.006313,2.148520,2.098712,8.037779,0.002148,0.032539,0.296060
300.000000,900.000000,-150.000000,0.001733,0.008463,0.006730,2.148879,2.099070,8.028609,0.002112,0.026151,0.291108
300.000000,900.000000,-100.000000,0.000964,0.008150,0.007186,2.149376,2.099568,8.015913,0.002062,0.015433,0.284244
300.000000,900.000000,-50.000000,0.000394,0.008042,0.007648,2.149745,2.099937,8.006502,0.002026,0.006688,0.279154
300.000000,900.000000,0.000000,0.000118,0.008228,0.008109,2.149923,2.100115,8.001951,0.002008,0.002129,0.276692
300.000000,950.000000,-500.000000,0.000005,0.008802,0.008798,2.149997,2.102051,8.000090,0.002000,0.000045,0.275681
300.000000,950.000000,-450.000000,0.000024,0.009322,0.009299,2.149985,2.102039,8.000419,0.002002,0.000250,0.275854
300.000000,950.000000,-400.000000,0.000086,0.009911,0.009825,2.149945,2.101998,8.001462,0.002006,0.000965,0.276414
300.000000,950.000000,-350.000000,0.000226,0.010601,0.010375,2.149854,2.101908,8.003782,0.002015,0.002692,0.277666
300.000000,950.000000,-300.000000,0.000434,0.011386,0.010952,2.149719,2.101773,8.007211,0.002028,0.005485,0.279521
300.000000,950.000000,-250.000000,0.000610,0.012176,0.011565,2.149605,2.101659,8.010112,0.002040,0.008188,0.281095
300.000000,950.000000,-200.000000,0.000630,0.012857,0.012227,2.149592,2.101646,8.010422,0.002041,0.008966,0.281267
300.000000,950.000000,-150.000000,0.000478,0.013419,0.012941,2.149691,2.101745,8.007891,0.002031,0.007207,0.279902
300.000000,950.000000,-100.000000,0.000266,0.013966,0.013700,2.149828,2.101882,8.004389,0.002017,0.004254,0.278010
300.000000,950.000000,-50.000000,0.000109,0.014605,0.014497,2.149930,2.101984,8.001793,0.002007,0.001844,0.276606
300.000000,950.000000,0.000000,0.000033,0.015364,0.015332,2.149979,2.102033,8.000538,0.002002,0.000587,0.275927
300.000000,1000.000000,-500.000000,0.000001,0.012264,0.012263,2.149999,2.105827,8.000022,0.002000,0.000011,0.275647
300.000000,1000.000000,-450.000000,0.000006,0.012969,0.012964,2.149996,2.105824,8.000103,0.002000,0.000060,0.275689
300.000000,1000.000000,-400.000000,0.000021,0.013724,0.013703,2.149987,2.105814,8.000356,0.002001,0.000233,0.275825
300.000000,1000.000000,-350.000000,0.000055,0.014538,0.014483,2.149965,2.105792,8.000920,0.002004,0.000651,0.276129
300.000000,1000.000000,-300.000000,0.000105,0.015412,0.015307,2.149932,2.105759,8.001752,0.002007,0.001329,0.276579
300.000000,1000.000000,-250.000000,0.000148,0.016326,0.016178,2.149904,2.105732,8.002456,0.002010,0.001985,0.276961
300.000000,1000.000000,-200.000000,0.000153,0.017255,0.017102,2.149901,2.105728,8.002531,0.002010,0.002175,0.277003
