x_m,y_m,z_m,density_true_gcc,density_inverted_gcc,lithology
600.0,300.0,250.0,0.0,0.013717549372777051,background
600.0,300.0,350.0,0.0,0.0168822187304412,background
600.0,300.0,450.0,0.0,0.020323352758677988,background
600.0,300.0,550.0,0.0,0.022962449136434932,background
600.0,300.0,650.0,0.0,0.024866607189093625,background
600.0,300.0,750.0,0.0,0.02587858740472226,background
600.0,300.0,850.0,0.0,0.02587858740472226,background
600.0,300.0,950.0,0.0,0.024866607189093625,background
600.0,300.0,1050.0,0.0,0.022962449136434932,background
600.0,300.0,1150.0,0.0,0.020323352758677988,background
600.0,300.0,1250.0,0.0,0.0168822187304412,background
600.0,300.0,1350.0,0.0,0.013717549372777051,background
600.0,300.0,1450.0,0.0,0.01073788379415618,background
600.0,400.0,50.0,0.0,0.007462180638718345,background
600.0,400.0,150.0,0.0,0.009930014795497957,background
600.0,400.0,250.0,0.0,0.012774064037935448,background
600.0,400.0,350.0,0.0,0.016826840123923745,background
600.0,400.0,450.0,0.0,0.023585903762201002,background
600.0,400.0,550.0,0.0,0.02715264856245004,background
600.0,400.0,650.0,0.0,0.029002106519471868,background
600.0,400.0,750.0,0.0,0.029937949997254,background
600.0,400.0,850.0,0.0,0.029937949997254,background
600.0,400.0,950.0,0.0,0.029002106519471868,background
600.0,400.0,1050.0,0.0,0.02715264856245004,background
600.0,400.0,1150.0,0.0,0.023585903762201002,background
600.0,400.0,1250.0,0.0,0.016826840123923745,background
600.0,400.0,1350.0,0.0,0.012774064037935448,background
600.0,400.0,1450.0,0.0,0.009930014795497957,background
600.0,500.0,50.0,0.0,0.006703054849113351,background
600.0,500.0,150.0,0.0,0.00897887684787374,background
600.0,500.0,250.0,0.0,0.012516770851618121,background
600.0,500.0,350.0,0.0,0.02206330152114754,background
600.0,500.0,450.0,0.0,0.041707602229137414,background
600.0,500.0,550.0,0.0,0.05081754545534075,background
600.0,500.0,650.0,0.0,0.05346202769898917,background
600.0,500.0,750.0,0.0,0.05436170805138302,background
600.0,500.0,850.0,0.0,0.05436170805138302,background
600.0,500.0,950.0,0.0,0.05346202769898917,background
600.0,500.0,1050.0,0.0,0.05081754545534076,background
600.0,500.0,1150.0,0.0,0.041707602229137414,background
600.0,500.0,1250.0,0.0,0.02206330152114754,background
600.0,500.0,1350.0,0.0,0.012516770851618121,background
600.0,500.0,1450.0,0.0,0.00897887684787374,background
600.0,600.0,50.0,0.0,0.005822124511588413,background
600.0,600.0,150.0,0.0,0.008096930790593572,background
600.0,600.0,250.0,0.0,0.013931361649793937,background
600.0,600.0,350.0,0.0,0.03470500718408939,background
600.0,600.0,450.0,0.18,0.07652713090927986,dyke_or_fault_zone
600.0,600.0,550.0,0.18,0.09692252764781731,dyke_or_fault_zone
600.0,600.0,650.0,0.18,0.10198292817806946,dyke_or_fault_zone
600.0,600.0,750.0,0.18,0.10306547863641921,dyke_or_fault_zone
600.0,600.0,850.0,0.18,0.10306547863641921,dyke_or_fault_zone
600.0,600.0,950.0,0.18,0.10198292817806946,dyke_or_fault_zone
600.0,600.0,1050.0,0.18,0.09692252764781731,dyke_or_fault_zone
600.0,600.0,1150.0,0.18,0.07652713090927986,dyke_or_fault_zone
600.0,600.0,1250.0,0.0,0.03470500718408939,background
600.0,600.0,1350.0,0.0,0.013931361649793939,background
600.0,600.0,1450.0,0.0,0.008111690790593573,background
600.0,700.0,50.0,0.0,0.004808117954521233,background
600.0,700.0,150.0,0.0,0.006806619896812683,background
600.0,700.0,250.0,0.0,0.012975098094163202,background
600.0,700.0,350.0,0.0,0.03666472202478989,background
600.0,700.0,450.0,0.18,0.08463584194200863,dyke_or_fault_zone
600.0,700.0,550.0,0.18,0.10801326196838293,dyke_or_fault_zone
600.0,700.0,650.0,0.18,0.11354286095866784,dyke_or_fault_zone
600.0,700.0,750.0,0.18,0.11455728330506702,dyke_or_fault_zone
600.0,700.0,850.0,0.18,0.11455728330506702,dyke_or_fault_zone
600.0,700.0,950.0,0.18,0.11354286095866784,dyke_or_fault_zone
600.0,700.0,1050.0,0.18,0.10801326196838293,dyke_or_fault_zone
600.0,700.0,1150.0,0.18,0.08463584194200863,dyke_or_fault_zone
600.0,700.0,1250.0,0.0,0.03666472202478989,background
600.0,700.0,1350.0,0.0,0.012975098094163202,background
600.0,700.0,1450.0,0.0,0.006821379896812683,background
600.0,800.0,50.0,0.0,0.003681694019316344,background
600.0,800.0,150.0,0.0,0.005017355138773217,background
600.0,800.0,250.0,0.0,0.00832517965298115,background
600.0,800.0,350.0,0.0,0.021668236498132775,background
600.0,800.0,450.0,0.0,0.05094068428457585,background
600.0,800.0,550.0,0.0,0.06404394279670102,background
600.0,800.0,650.0,0.0,0.06700865541790288,background
600.0,800.0,750.0,0.0,0.06744086229131696,background
600.0,800.0,850.0,0.0,0.06744086229131696,background
600.0,800.0,950.0,0.0,0.06686105541790285,background
600.0,800.0,1050.0,0.0,0.06404394279670102,background
600.0,800.0,1150.0,0.0,0.050940684284575856,background
600.0,800.0,1250.0,0.0,0.021668236498132775,background
600.0,800.0,1350.0,0.0,0.00832517965298115,background
600.0,800.0,1450.0,0.0,0.005017355138773217,background
600.0,900.0,50.0,0.0,0.002495021167931394,background
600.0,900.0,150.0,0.0,0.0033201551010556387,background
600.0,900.0,250.0,0.0,0.00459570809530521,background
600.0,900.0,350.0,0.0,0.009039329106832302,background
600.0,900.0,450.0,0.0,0.019983890594224306,background
600.0,900.0,550.0,0.0,0.02507680437027865,background
600.0,900.0,650.0,0.0,0.027532710294081216,background
600.0,900.0,750.0,0.0,0.026332714711701694,background
600.0,900.0,850.0,0.0,0.025520914711701693,background
600.0,900.0,950.0,0.0,0.025208010294081217,background
600.0,900.0,1050.0,0.0,0.024265004370278648,background
600.0,900.0,1150.0,0.0,0.019983890594224306,background
600.0,900.0,1250.0,0.0,0.009039329106832302,background
600.0,900.0,1350.0,0.0,0.00459570809530521,background
600.0,900.0,1450.0,0.0,0.0033201551010556387,background
600.0,1000.0,50.0,0.0,0.001257516054910647,background
600.0,1000.0,150.0,0.0,0.0016733919527554693,background
600.0,1000.0,250.0,0.0,0.00213774307600754,background
600.0,1000.0,350.0,0.0,0.0030350043962547035,background
600.0,1000.0,450.0,0.0,0.006776684612346704,background
600.0,1000.0,550.0,0.0,0.015082740632441426,background
600.0,1000.0,650.0,0.0,0.022464284648597354,background
600.0,1000.0,750.0,0.0,0.015537191658809398,background
600.0,1000.0,850.0,0.0,0.008046491658809395,background
600.0,1000.0,950.0,0.0,0.006560384648597354,background
600.0,1000.0,1050.0,0.0,0.006263640632441424,background
600.0,1000.0,1150.0,0.0,0.005448284612346705,background
600.0,1000.0,1250.0,0.0,0.0030350043962547035,background
600.0,1000.0,1350.0,0.0,0.00213774307600754,background
600.0,1000.0,1450.0,0.0,0.0016733919527554693,background
600.0,1100.0,50.0,0.0,-5.6090351812497515e-06,background
600.0,1100.0,150.0,0.0,-7.46401153160035e-06,background
600.0,1100.0,250.0,0.0,-9.535207184811134e-06,background
600.0,1100.0,350.0,0.0,0.0008001060384663015,background
600.0,1100.0,450.0,0.0,0.009668792126010267,background
600.0,1100.0,550.0,0.0,0.036677798702750626,background
600.0,1100.0,650.0,0.0,0.05490507510324672,background
600.0,1100.0,750.0,0.0,0.03667577166557277,background
600.0,1100.0,850.0,0.0,0.009664971665572772,background
600.0,1100.0,950.0,0.0,0.000957275103246713,background
600.0,1100.0,1050.0,0.0,0.00014679870275062726,background
600.0,1100.0,1150.0,0.0,0.0001485921260102678,background
600.0,1100.0,1250.0,0.0,-1.16939615336985e-05,background
600.0,1100.0,1350.0,0.0,-9.535207184811134e-06,background
600.0,1100.0,1450.0,0.0,-7.46401153160035e-06,background
600.0,1200.0,50.0,0.0,-0.0012686198497120723,background
600.0,1200.0,150.0,0.0,-0.0016881679079356782,background
600.0,1200.0,250.0,0.0,-0.0020090192250328044,background
600.0,1200.0,350.0,0.0,0.0008975259273588812,background
600.0,1200.0,450.0,0.0,0.022347060139166906,background
600.0,1200.0,550.0,0.0,0.07323243381082423,background
600.0,1200.0,650.0,0.0,0.10201026956198729,background
600.0,1200.0,750.0,0.0,0.07277397000790013,background
600.0,1200.0,850.0,0.0,0.021482970007900126,background
600.0,1200.0,950.0,0.0,-0.0002765304380127056,background
600.0,1200.0,1050.0,0.0,-0.0033719661891757854,background
600.0,1200.0,1150.0,0.0,-0.0031139398608330954,background
600.0,1200.0,1250.0,0.0,-0.0026448740726411186,background
600.0,1200.0,1350.0,0.0,-0.0021566192250328043,background
600.0,1200.0,1450.0,0.0,-0.0016881679079356782,background
600.0,1300.0,50.0,0.0,-0.0025057844642403545,background
600.0,1300.0,150.0,0.0,-0.0033344779507387123,background
600.0,1300.0,250.0,0.0,-0.0037062654061583373,background
600.0,1300.0,350.0,0.0,0.003336631102910448,background
600.0,1300.0,450.0,0.0,0.04281562994101795,background
600.0,1300.0,550.0,0.0,0.12031623472711786,background
600.0,1300.0,650.0,0.45,0.15954002892021693,ore_body
600.0,1300.0,750.0,0.0,0.11941067466115762,background
600.0,1300.0,850.0,0.0,0.04110887466115762,background
600.0,1300.0,950.0,0.0,0.0010176289202169292,background
600.0,1300.0,1050.0,0.0,-0.006398365272882138,background
600.0,1300.0,1150.0,0.0,-0.006150670058982043,background
600.0,1300.0,1250.0,0.0,-0.005224168897089552,background
600.0,1300.0,1350.0,0.0,-0.004259765406158337,background
600.0,1300.0,1450.0,0.0,-0.0033344779507387123,background
600.0,1400.0,50.0,0.0,-0.0036918975313403653,background
600.0,1400.0,150.0,0.0,-0.004875953076680383,background
600.0,1400.0,250.0,0.0,-0.004689425345781759,background
600.0,1400.0,350.0,0.0,0.009166270774337106,background
600.0,1400.0,450.0,0.0,0.0697194102908083,background
600.0,1400.0,550.0,0.45,0.16920216932530166,ore_body
600.0,1400.0,650.0,0.45,0.21246336891683934,ore_body
600.0,1400.0,750.0,0.45,0.16786796240538904,ore_body
600.0,1400.0,850.0,0.0,0.06720476240538903,background
600.0,1400.0,950.0,0.0,0.005749568916839318,background
600.0,1400.0,1050.0,0.0,-0.008655830674698342,background
600.0,1400.0,1150.0,0.0,-0.00902518970919168,background
600.0,1400.0,1250.0,0.0,-0.007697029225662891,background
600.0,1400.0,1350.0,0.0,-0.006276125345781759,background
600.0,1400.0,1450.0,0.0,-0.004912853076680383,background
600.0,1500.0,50.0,0.0,-0.004802793801221278,background
600.0,1500.0,150.0,0.0,-0.006206636293109677,background
600.0,1500.0,250.0,0.0,-0.005101918776801425,background
600.0,1500.0,350.0,0.0,0.013713625709877008,background
600.0,1500.0,450.0,0.0,0.08411421693595257,background
600.0,1500.0,550.0,0.45,0.1886291799081869,ore_body
600.0,1500.0,650.0,0.45,0.22993083428148275,ore_body
600.0,1500.0,750.0,0.45,0.18689350857112882,ore_body
600.0,1500.0,850.0,0.0,0.08084290857112883,background
600.0,1500.0,950.0,0.0,0.00926883428148275,background
600.0,1500.0,1050.0,0.0,-0.010261820091813128,background
600.0,1500.0,1150.0,0.0,-0.011604383064047425,background
600.0,1500.0,1250.0,0.0,-0.010013074290122988,background
600.0,1500.0,1350.0,0.0,-0.008164618776801425,background
600.0,1500.0,1450.0,0.0,-0.006391136293109677,background
600.0,1600.0,50.0,0.0,-0.005815840451938885,background
600.0,1600.0,150.0,0.0,-0.007702309827802781,background
600.0,1600.0,250.0,0.0,-0.00830007051775719,background
600.0,1600.0,350.0,0.0,0.004738181805261265,background
600.0,1600.0,450.0,0.0,0.06450600414389435,background
600.0,1600.0,550.0,0.45,0.16330965732277034,ore_body
600.0,1600.0,650.0,0.45,0.2060696566712709,ore_body
600.0,1600.0,750.0,0.45,0.1612078832322886,ore_body
600.0,1600.0,850.0,0.0,0.060544683232288635,background
600.0,1600.0,950.0,0.0,-0.0006441433287291375,background
600.0,1600.0,1050.0,0.0,-0.014548342677229625,background
600.0,1600.0,1150.0,0.0,-0.014238595856105648,background
600.0,1600.0,1250.0,0.0,-0.012125118194738733,background
600.0,1600.0,1350.0,0.0,-0.00988677051775719,background
600.0,1600.0,1450.0,0.0,-0.0077392098278027815,background
600.0,1700.0,50.0,0.0,-0.00671039819872061,background
600.0,1700.0,150.0,0.0,-0.00892960873276624,background
600.0,1700.0,250.0,0.0,-0.010853994346136,background
600.0,1700.0,350.0,0.0,-0.005429331257146853,background
600.0,1700.0,450.0,0.0,0.032495032868399276,background
600.0,1700.0,550.0,0.0,0.10865126169222525,background
600.0,1700.0,650.0,0.45,0.1468828665919298,ore_body
600.0,1700.0,750.0,0.0,0.10622620529883944,background
600.0,1700.0,850.0,0.0,0.02792440529883944,background
600.0,1700.0,950.0,0.0,-0.011639533408070196,background
600.0,1700.0,1050.0,0.0,-0.01806333830777475,background
600.0,1700.0,1150.0,0.0,-0.016471267131600725,background
600.0,1700.0,1250.0,0.0,-0.013990131257146854,background
600.0,1700.0,1350.0,0.0,-0.011407494346136,background
600.0,1700.0,1450.0,0.0,-0.00892960873276624,background
600.0,1800.0,50.0,0.0,-0.007468241788002595,background
600.0,1800.0,150.0,0.0,-0.009938080440781058,background
600.0,1800.0,250.0,0.0,-0.012548207826793216,background
600.0,1800.0,350.0,0.0,-0.012027716672686529,background
600.0,1800.0,450.0,0.0,0.007129538609671887,background
600.0,1800.0,550.0,0.0,0.0560326558279777,background
600.0,1800.0,650.0,0.0,0.08334752758322783,background
600.0,1800.0,750.0,0.0,0.053333723967451174,background
600.0,1800.0,850.0,0.0,0.002042723967451178,background
600.0,1800.0,950.0,0.0,-0.01893927241677216,background
600.0,1800.0,1050.0,0.0,-0.020571744172022313,background
600.0,1800.0,1150.0,0.0,-0.018331461390328114,background
600.0,1800.0,1250.0,0.0,-0.015570116672686528,background
600.0,1800.0,1350.0,0.0,-0.012695807826793215,background
600.0,1800.0,1450.0,0.0,-0.009938080440781058,background
600.0,1900.0,50.0,0.0,-0.008073931309252403,background
600.0,1900.0,150.0,0.0,-0.010744078874574221,background
600.0,1900.0,250.0,0.0,-0.013725463531947693,background
600.0,1900.0,350.0,0.0,-0.01602108464150525,background
600.0,1900.0,450.0,0.0,-0.01029798000342309,background
600.0,1900.0,550.0,0.0,0.014131275089324793,background
600.0,1900.0,650.0,0.0,0.030454618457794232,background
600.0,1900.0,750.0,0.0,0.01121345439352861,background
600.0,1900.0,850.0,0.0,-0.015797345606471384,background
600.0,1900.0,950.0,0.0,-0.023493181542205765,background
600.0,1900.0,1050.0,0.0,-0.0223997249106752,background
600.0,1900.0,1150.0,0.0,-0.01981818000342309,background
600.0,1900.0,1250.0,0.0,-0.01683288464150525,background
600.0,1900.0,1350.0,0.0,-0.013725463531947693,background
600.0,1900.0,1450.0,0.0,-0.010744078874574221,background
600.0,2000.0,50.0,0.0,-0.008515126759663661,background
600.0,2000.0,150.0,0.0,-0.011331183041894762,background
600.0,2000.0,250.0,0.0,-0.014475483792603301,background
600.0,2000.0,350.0,0.0,-0.0177527081867736,background
600.0,2000.0,450.0,0.0,-0.019572733340284122,background
600.0,2000.0,550.0,0.0,-0.014804645321863059,background
600.0,2000.0,650.0,0.0,-0.009729213633998823,background
600.0,2000.0,750.0,0.0,-0.017881908693945806,background
600.0,2000.0,850.0,0.0,-0.025372608693945805,background
600.0,2000.0,950.0,0.0,-0.025633113633998818,background
600.0,2000.0,1050.0,0.0,-0.02362374532186306,background
600.0,2000.0,1150.0,0.0,-0.020901133340284123,background
600.0,2000.0,1250.0,0.0,-0.0177527081867736,background
600.0,2000.0,1350.0,0.0,-0.014475483792603301,background
600.0,2000.0,1450.0,0.0,-0.011331183041894762,background
600.0,2100.0,50.0,0.0,-0.008782839452945416,background
600.0,2100.0,150.0,0.0,-0.011687431588256273,background
600.0,2100.0,250.0,0.0,-0.014930588086649921,background
600.0,2100.0,350.0,0.0,-0.018310847302710136,background
600.0,2100.0,450.0,0.0,-0.021558257873729066,background
600.0,2100.0,550.0,0.0,-0.023554667851312286,background
600.0,2100.0,650.0,0.0,-0.02411431002072814,background
600.0,2100.0,750.0,0.0,-0.026728679338664442,background
600.0,2100.0,850.0,0.0,-0.027540479338664443,background
600.0,2100.0,950.0,0.0,-0.02643901002072814,background
600.0,2100.0,1050.0,0.0,-0.024366467851312287,background
600.0,2100.0,1150.0,0.0,-0.021558257873729066,background
600.0,2100.0,1250.0,0.0,-0.018310847302710136,background
600.0,2100.0,1350.0,0.0,-0.014930588086649921,background
600.0,2100.0,1450.0,0.0,-0.011687431588256273,background
600.0,2200.0,50.0,0.0,-0.008871615150134474,background
600.0,2200.0,150.0,0.0,-0.011805566491342645,background
600.0,2200.0,250.0,0.0,-0.015081504356261396,background
600.0,2200.0,350.0,0.0,-0.018495930753697657,background
600.0,2200.0,450.0,0.0,-0.021776165690805236,background
600.0,2200.0,550.0,0.0,-0.02461276065708703,background
600.0,2200.0,650.0,0.0,-0.026558651789196478,background
600.0,2200.0,750.0,0.0,-0.027818854602986377,background
600.0,2200.0,850.0,0.0,-0.027818854602986377,background
600.0,2200.0,950.0,0.0,-0.02670625178919648,background
600.0,2200.0,1050.0,0.0,-0.02461276065708703,background
600.0,2200.0,1150.0,0.0,-0.021776165690805236,background
600.0,2200.0,1250.0,0.0,-0.018495930753697657,background
600.0,2200.0,1350.0,0.0,-0.015081504356261396,background
600.0,2200.0,1450.0,0.0,-0.011805566491342645,background
600.0,2300.0,50.0,0.0,-0.008779645181418964,background
600.0,2300.0,150.0,0.0,-0.011683180932174065,background
600.0,2300.0,250.0,0.0,-0.014925157911971918,background
600.0,2300.0,350.0,0.0,-0.018304187745914455,background
600.0,2300.0,450.0,0.0,-0.021550417251154225,background
600.0,2300.0,550.0,0.0,-0.02435760589785468,background
600.0,2300.0,650.0,0.0,-0.02642939429481749,background
600.0,2300.0,750.0,0.0,-0.027530463014280096,background
600.0,2300.0,850.0,0.0,-0.027530463014280096,background
600.0,2300.0,950.0,0.0,-0.02642939429481749,background
600.0,2300.0,1050.0,0.0,-0.02435760589785468,background
600.0,2300.0,1150.0,0.0,-0.021550417251154225,background
600.0,2300.0,1250.0,0.0,-0.018304187745914455,background
600.0,2300.0,1350.0,0.0,-0.014925157911971918,background
600.0,2300.0,1450.0,0.0,-0.011683180932174065,background
600.0,2400.0,50.0,0.0,-0.008508803295034962,background
600.0,2400.0,150.0,0.0,-0.011322768330383225,background
600.0,2400.0,250.0,0.0,-0.01446473407479764,background
600.0,2400.0,350.0,0.0,-0.01773952475152347,background
600.0,2400.0,450.0,0.0,-0.020885611835894654,background
600.0,2400.0,550.0,0.0,-0.023606201963771455,background
600.0,2400.0,650.0,0.0,-0.02561407808796845,background
600.0,2400.0,750.0,0.0,-0.026681180112552685,background
600.0,2400.0,850.0,0.0,-0.026681180112552685,background
600.0,2400.0,950.0,0.0,-0.02561407808796845,background
600.0,2400.0,1050.0,0.0,-0.023606201963771455,background
600.0,2400.0,1150.0,0.0,-0.020885611835894654,background
600.0,2400.0,1250.0,0.0,-0.01773952475152347,background
600.0,2400.0,1350.0,0.0,-0.01446473407479764,background
600.0,2400.0,1450.0,0.0,-0.011322768330383225,background
600.0,2500.0,50.0,0.0,-0.00806460748249595,background
600.0,2500.0,150.0,0.0,-0.010731671544582525,background
600.0,2500.0,250.0,0.0,-0.013709613280165487,background
600.0,2500.0,350.0,0.0,-0.016813445920243295,background
600.0,2500.0,450.0,0.0,-0.019795293844264372,background
600.0,2500.0,550.0,0.0,-0.02237385756718914,background
600.0,2500.0,650.0,0.0,-0.024276913996355013,background
600.0,2500.0,750.0,0.0,-0.025288308745258208,background
600.0,2500.0,850.0,0.0,-0.025288308745258208,background
600.0,2500.0,950.0,0.0,-0.024276913996355013,background
600.0,2500.0,1050.0,0.0,-0.02237385756718914,background
600.0,2500.0,1150.0,0.0,-0.019795293844264372,background
600.0,2500.0,1250.0,0.0,-0.016813445920243295,background
600.0,2500.0,1350.0,0.0,-0.013709613280165487,background
600.0,2500.0,1450.0,0.0,-0.010731671544582525,background
600.0,2600.0,50.0,0.0,-0.007456107557908009,background
600.0,2600.0,150.0,0.0,-0.009921933272787559,background
600.0,2600.0,250.0,0.0,-0.012675179965807993,background
600.0,2600.0,350.0,0.0,-0.015544818699794242,background
600.0,2600.0,450.0,0.0,-0.018301676847085606,background
600.0,2600.0,550.0,0.0,-0.020685679850923854,background
600.0,2600.0,650.0,0.0,-0.022445144704659994,background
600.0,2600.0,750.0,0.0,-0.02338022654809668,background
600.0,2600.0,850.0,0.0,-0.02338022654809668,background
600.0,2600.0,950.0,0.0,-0.022445144704659994,background
600.0,2600.0,1050.0,0.0,-0.020685679850923854,background
600.0,2600.0,1150.0,0.0,-0.018301676847085606,background
600.0,2600.0,1250.0,0.0,-0.015544818699794242,background
600.0,2600.0,1350.0,0.0,-0.012675179965807993,background
600.0,2600.0,1450.0,0.0,-0.009921933272787559,background
600.0,2700.0,50.0,0.0,-0.0066957007817712,background
600.0,2700.0,150.0,0.0,-0.00891005070076069,background
600.0,2700.0,250.0,0.0,-0.01138250913724256,background
600.0,2700.0,350.0,0.0,-0.013959489440346404,background
600.0,2700.0,450.0,0.0,-0.016435191019043886,background
600.0,2700.0,550.0,0.0,-0.01857606286840644,background
600.0,2700.0,650.0,0.0,-0.020156089726276156,background
600.0,2700.0,750.0,0.0,-0.020995807793845953,background
600.0,2700.0,850.0,0.0,-0.020995807793845953,background
600.0,2700.0,950.0,0.0,-0.020156089726276156,background
600.0,2700.0,1050.0,0.0,-0.01857606286840644,background
600.0,2700.0,1150.0,0.0,-0.016435191019043886,background
600.0,2700.0,1250.0,0.0,-0.013959489440346404,background
600.0,2700.0,1350.0,0.0,-0.01138250913724256,background
600.0,2700.0,1450.0,0.0,-0.00891005070076069,background
600.0,2800.0,50.0,0.0,-0.005798879285651793,background
600.0,2800.0,150.0,0.0,-0.007716639396941615,background
600.0,2800.0,250.0,0.0,-0.009857936996586901,background
600.0,2800.0,350.0,0.0,-0.012089756814444496,background
600.0,2800.0,450.0,0.0,-0.014233863170159908,background
600.0,2800.0,550.0,0.0,-0.016087986857153513,background
600.0,2800.0,650.0,0.0,-0.017456385074979857,background
600.0,2800.0,750.0,0.0,-0.01818363138817755,background
600.0,2800.0,850.0,0.0,-0.01818363138817755,background
600.0,2800.0,950.0,0.0,-0.017456385074979857,background
600.0,2800.0,1050.0,0.0,-0.016087986857153513,background
600.0,2800.0,1150.0,0.0,-0.014233863170159908,background
600.0,2800.0,1250.0,0.0,-0.012089756814444496,background
600.0,2800.0,1350.0,0.0,-0.009857936996586901,background
600.0,2800.0,1450.0,0.0,-0.007716639396941615,background
600.0,2900.0,50.0,0.0,-0.004783914443563475,background
600.0,2900.0,150.0,0.0,-0.0063660133015944675,background
600.0,2900.0,250.0,0.0,-0.008132524382495418,background
600.0,2900.0,350.0,0.0,-0.009973713780677568,background
600.0,2900.0,450.0,0.0,-0.011742542007370045,background
600.0,2900.0,550.0,0.0,-0.013272142581796363,background
600.0,2900.0,650.0,0.0,-0.014401033127078711,background
600.0,2900.0,750.0,0.0,-0.015000991148336902,background
600.0,2900.0,850.0,0.0,-0.015000991148336902,background
600.0,2900.0,950.0,0.0,-0.014401033127078711,background
600.0,2900.0,1050.0,0.0,-0.013272142581796363,background
600.0,2900.0,1150.0,0.0,-0.011742542007370045,background
600.0,2900.0,1250.0,0.0,-0.009973713780677568,background
600.0,2900.0,1350.0,0.0,-0.008132524382495418,background
600.0,2900.0,1450.0,0.0,-0.0063660133015944675,background
700.0,0.0,50.0,0.0,0.009380011927884487,background
700.0,0.0,150.0,0.0,0.012482096284637516,background
700.0,0.0,250.0,0.0,0.015945765044827205,background
700.0,0.0,350.0,0.0,0.01955585856137817,background
700.0,0.0,450.0,0.0,0.02302407064177552,background
700.0,0.0,550.0,0.0,0.02602321951918112,background
700.0,0.0,650.0,0.0,0.028236680254096945,background
700.0,0.0,750.0,0.0,0.02941304188472842,background
700.0,0.0,850.0,0.0,0.02941304188472842,background
700.0,0.0,950.0,0.0,0.028236680254096945,background
700.0,0.0,1050.0,0.0,0.02602321951918112,background
700.0,0.0,1150.0,0.0,0.02302407064177552,background
700.0,0.0,1250.0,0.0,0.01955585856137817,background
700.0,0.0,1350.0,0.0,0.015945765044827205,background
700.0,0.0,1450.0,0.0,0.012482096284637516,background
700.0,100.0,50.0,0.0,0.009284460189367485,background
700.0,100.0,150.0,0.0,0.012354944420705642,background
700.0,100.0,250.0,0.0,0.01578332968933608,background
700.0,100.0,350.0,0.0,0.019356648123470578,background
700.0,100.0,450.0,0.0,0.022789530430689015,background
700.0,100.0,550.0,0.0,0.02575812775959866,background
700.0,100.0,650.0,0.0,0.027949040546496252,background
700.0,100.0,750.0,0.0,0.02911341888757589,background
700.0,100.0,850.0,0.0,0.02911341888757589,background
700.0,100.0,950.0,0.0,0.027949040546496252,background
700.0,100.0,1050.0,0.0,0.02575812775959866,background
700.0,100.0,1150.0,0.0,0.022789530430689015,background
700.0,100.0,1250.0,0.0,0.019356648123470578,background
700.0,100.0,1350.0,0.0,0.01578332968933608,background
700.0,100.0,1450.0,0.0,0.012354944420705642,background
700.0,200.0,50.0,0.0,0.008999751695164766,background
700.0,200.0,150.0,0.0,0.011976079354753217,background
700.0,200.0,250.0,0.0,0.015299332996184007,background
700.0,200.0,350.0,0.0,0.018763075419442363,background
700.0,200.0,450.0,0.0,0.022090688197519772,background
700.0,200.0,550.0,0.0,0.024968253322276507,background
700.0,200.0,650.0,0.0,0.027091981645267257,background
700.0,200.0,750.0,0.0,0.02822065425899069,background
700.0,200.0,850.0,0.0,0.02822065425899069,background
700.0,200.0,950.0,0.0,0.027091981645267257,background
700.0,200.0,1050.0,0.0,0.024968253322276507,background
700.0,200.0,1150.0,0.0,0.022090688197519772,background
700.0,200.0,1250.0,0.0,0.018763075419442363,background
700.0,200.0,1350.0,0.0,0.015299332996184007,background
700.0,200.0,1450.0,0.0,0.011976079354753217,background
700.0,300.0,50.0,0.0,0.008531686947834493,background
700.0,300.0,150.0,0.0,0.011353219886285711,background
700.0,300.0,250.0,0.0,0.014503635661886666,background
700.0,300.0,350.0,0.0,0.017787233590377392,background
700.0,300.0,450.0,0.0,0.021015581789904196,background
700.0,300.0,550.0,0.0,0.023743488697560416,background
700.0,300.0,650.0,0.0,0.025756764822027416,background
700.0,300.0,750.0,0.0,0.026826736720480575,background
700.0,300.0,850.0,0.0,0.026826736720480575,background
700.0,300.0,950.0,0.0,0.025756764822027416,background
700.0,300.0,1050.0,0.0,0.023743488697560416,background
700.0,300.0,1150.0,0.0,0.021015581789904196,background
700.0,300.0,1250.0,0.0,0.017787233590377392,background
700.0,300.0,1350.0,0.0,0.014503635661886666,background
700.0,300.0,1450.0,0.0,0.011353219886285711,background
700.0,400.0,50.0,0.0,0.007889802054727012,background
700.0,400.0,150.0,0.0,0.010499055829670397,background
700.0,400.0,250.0,0.0,0.013412448809459675,background
700.0,400.0,350.0,0.0,0.016685163929391632,background
700.0,400.0,450.0,0.0,0.020842218428533472,background
700.0,400.0,550.0,0.0,0.023601050164700835,background
700.0,400.0,650.0,0.0,0.025462856651586093,background
700.0,400.0,750.0,0.0,0.02645232878465101,background
700.0,400.0,850.0,0.0,0.02645232878465101,background
700.0,400.0,950.0,0.0,0.025462856651586093,background
700.0,400.0,1050.0,0.0,0.023601050164700835,background
700.0,400.0,1150.0,0.0,0.020842218428533472,background
700.0,400.0,1250.0,0.0,0.016685163929391632,background
700.0,400.0,1350.0,0.0,0.013412448809459675,background
700.0,400.0,1450.0,0.0,0.010499055829670397,background
700.0,500.0,50.0,0.0,0.007087174444301,background
700.0,500.0,150.0,0.0,0.009430989478468484,background
700.0,500.0,250.0,0.0,0.012313683711442536,background
700.0,500.0,350.0,0.0,0.017816210830523236,background
700.0,500.0,450.0,0.0,0.028628457820631878,background
